id,feet,median
sg:557b44d279d34a6d99c11eff06febdb7,40609,40.0
sg:15f32650dddb4dbcadd0a0790d568ab5,2846,8.0
sg:270beca952b84e1087d55cfb384e3efc,2668,19.0
sg:1fdde8c040df42ce9bf88522d68fedc4,14758,28.5
sg:ad4d4265d12745adad710a241a8be1fd,1915,11.0
sg:96651b930cf34c2a9abe209bd9396c7b,6360,24.0
sg:ffc6d524e5b0408287b2631f6319ee8c,1994,18.5
sg:98713fccc5eb4430b1e574f13acb1897,39089,12.0
sg:a90a0bf3d521493dbee2a13eac066696,18389,23.0
sg:66a01c1ad84a43faae9b4cba6e2d0fc6,4672,13.5
sg:36b3a3967c984f40be3d5922ff0121d1,12060,81.0
sg:e5cef060bf7f4456b8e13bc33d819e31,4327,22.5
sg:a15a4c20f4af454a9dd76ce9a9c207b5,2091,12.0
sg:17cd57536e3940faafde2ace0051982a,1697,20.75
sg:be46fb0e47504f2eb3cd0f66137b66cb,7349,32.0
sg:dd2dbcd43cc84017aaa5fef81d74dc73,31931,25.0
sg:8b6a598221b84dbdb10e83a31be62f34,1246,35.5
sg:86a2d33bbe4a43af86ddcbbf57c8701d,11027,43.0
sg:cd25c02c330547ad9f9692a1d8017317,36671,10.0
sg:0c780807d46a432ea430444d50385635,14562,20.0
sg:4982abe2f1074ce080c541387508b35f,58693,21.0
sg:763f49119b394d359036ee974df4f0e5,40494,23.0
sg:f06e8f4f1d6e4b6bbcbb79b4ac957473,40722,34.0
sg:5232e3e26948418880ece0ca37e17de0,6097,75.0
sg:e05a76a974db4606a8ade80af2edbf11,1732,15.0
sg:fd66aaaf7a7b498fb74e051d940d8496,11879,13.0
sg:ee43a29be20843af891026ed3efbcc4a,3532,120.0
sg:2c749d96c58548fa8ba7bd0320d5becc,7474,59.0
sg:dc3595563738473bba490960b5fb0c22,3440,21.0
sg:f6752db95fd1490ebc13c418b0404d8b,2711,201.5
