id,feet,median
sg:b4f11b3d43a340c08a9b63efe64ed618,6514,17.5
sg:307c4ec086ed474a8995bdaa2874d493,9128,11.5
sg:7b128daeb2bc424d96c7dfb6196392e0,142032,21.0
sg:7768bc344fe54873a9d2c53f8109e2a7,143323,18.0
sg:078b328d8f4f4fa2bff698700bd79011,2679,13.0
sg:7e0da236922d492ea84cec2b9b9c375b,10728,14.0
sg:e74f1fd263c843da8e1234b6f732c266,9988,13.5
sg:e4d0ecc56a0249d8800de1b75f52d86f,9630,11.0
sg:752b5acf48404db3950b3abdea140695,11014,12.0
sg:34b33ac2b8284f1292a51e6f35631aa8,226832,21.0
sg:b4a7e413d9114773ab034e79979b64aa,38468,21.0
sg:bcf492fcf93942eb84ffc1918c386c4f,3320,10.0
sg:4eec7500f99f4038bd45bc2641555181,13918,30.0
sg:c5c7cd1e4123446290dcf2ba38a28916,13305,11.0
sg:6c182202416e43c4a9e4b93520c619ea,30288,17.0
sg:6099da44aab340149433018da2a49d0b,194034,22.0
sg:68c32dfd9dd44898910e69f528ffc95f,9157,11.0
sg:ce9309c8a9284300a0db82234254a758,12138,13.5
sg:b8c22dc0d19041d9bb1a1f98beacda3c,5308,11.0
sg:ad99d60c18fc47fda0204ec9e0415b6e,191520,22.0
sg:471e026b998a4321baa50acfe7eb1918,1635,12.0
sg:d236cce4f4834c55b56145b778cafcde,9486,10.0
sg:86977c52f2d7493cb294c94d437619cf,3755,13.5
sg:ec9796458915470fb43f5b930b47fc4c,211081,22.0
sg:0950c4e636c144dfbf0089ec150016d1,9173,10.0
sg:f7f1163243ce45a9a891aff37e6a13ca,205707,19.0
sg:b31dbee7589f4bc6a9ba2b66fc1c4164,230652,21.0
sg:cef294d388f7463d9e5c6c0d6b1f5b26,6026,12.0
sg:76c01ec7726443618be131a43d6aef55,13561,13.0
sg:3ef447c94b534642998a1ce19a374ad0,8052,41.0
sg:f280dd8c4f234f0eb47aeef2905ccdc0,8369,10.0
sg:f14dafb4d0374571bb74442915ca0394,194347,21.0
sg:e813117571214f6bb947e4c414e110fa,1803,101.0
sg:895605cbf6514798b9cb92493f180ce1,8171,9.0
sg:18c822f4097b4b9e89472be1bf58497b,17429,11.0
sg:45c6cae2a7384b6a9fe4029751fed838,9534,10.0
sg:65bc717bdf73422fb8afaddd80b18e89,9254,10.0
sg:27bb68340bfe4fd3a855285c52e3e4a8,8463,12.0
sg:883e771143df40a9b4a6007cc71b1846,52598,69.0
sg:0ff0154869d44ef69b6e386269ffdfe3,48732,22.0
sg:90769e3f63294ef68035125185dec5cc,9747,10.0
sg:052793af052b47b78a84529a2a47b31e,91453,18.0
sg:00f5ad6fe6fc40c5958cd94fce569705,11203,17.0
sg:2052be67db414a428772cd6b560c901b,42569,281.0
sg:556522eac8064d37b7f2ec037f718779,25269,22.0
