id,feet,median
sg:a397d1b3e1834906bc5e95fd7882fc96,28048,17.0
sg:6c264755bdd24ae2bbc041d237941f1e,6208,12.0
sg:1fd8a5a852f346549b7c65dc0080c441,148840,22.0
sg:9335ad802ddf4ad29d515c7652e5b8d4,4792,20.0
sg:9045a94876674538aed879eb74cd1d8b,12116,11.0
sg:4bd22dde52944969b349fd8343b219e7,9654,11.0
sg:cceb3304a34d499fae0205ca30cb1165,3205,11.0
sg:bc6df973e90b4a23b3da5bc970a5411e,7589,11.5
sg:a2be1352fc844fcea3e9c49606daef67,40990,78.0
sg:a3b397302f464e0e949a82d6313ff7bb,5193,27.0
sg:66cea74ec0e44aca8b9c582c6535c172,8181,20.0
sg:b5f7b97dd9f548b9b4230ef796667c48,24765,11.0
sg:49ad08a88b104f68804a6e3a7787e2c3,12393,18.0
sg:65a13287c8a044c3acc72114ca1ef3c0,26862,19.0
sg:103c262ed038406fbbc14e253cc06878,10162,22.0
sg:ccf2a785a5b04364bc37e1cb6324b03b,3273,10.0
sg:aff22d449ba644ffb242f4b8bd93bda5,4256,21.0
sg:f8d5fea1041d4ff58cf968abbd401e02,8957,13.0
sg:026d7b40ea614f2b8ac0db42893d16ac,1273,12.5
sg:fe9f54aa331e4e4e89a1a388fc39c353,18438,29.5
sg:806ec903ec984ce5996ed97ee80d196d,6771,10.0
sg:aefa1f086bb64f8ead11158c9945740c,5547,101.0
sg:3f8affec0fae4d9991a7e3c22621c6ef,185000,26.0
sg:05a3c33fd4064d7486a3145a9ae714bd,11701,12.0
sg:5f8317f673424b97b4d8d50412f23ee0,10354,18.0
sg:e52a060417e148ea9cfa4cc51c3418fa,10453,14.5
sg:4011092b83d04d348336fb874df7fe47,7635,20.5
sg:e55e00b0aa104856a94baa005abe96bf,5659,17.0
sg:9ff90e1fedf540cdad3574b6412e9720,8882,11.0
sg:b1914803336a41a987ee2670a39c8aa5,13305,11.0
sg:9895941e998f4cb09ec7cb459ce680d0,88207,25.0
sg:9fc2d3ce5cca4ef197bac6e2fae070d0,3779,11.0
sg:d3c4cfeb862344f594c5e2cc0ce9eb8b,15966,293.0
sg:8012dd463ef14feba57e3028e4505680,30149,15.5
sg:3b8a50a6c83148a49b8a7de4720e50ee,7055,11.0
sg:4053d924f0804773b7878fc15b25939d,6213,27.0
sg:eaa748e97eff47f389ab6bcc8bae89a8,444305,24.0
sg:fad9b18e50934daba295e884792dd763,9486,10.0
sg:dd5c2748c98a43d09f1a6f8497e30af4,12089,16.0
sg:3d4edb5924284a6ab2a9abe1efce6952,145985,22.0
sg:27138be5bdbd49d78046dc782659b676,70374,10.0
sg:900e6ce584874742ae261f58582795a9,24095,19.0
sg:05512a3f370844c8896244005a260705,11434,12.0
sg:29eb1a68c77b4385bf332765c48b84bc,5914,22.0
sg:f4b40271425243aba10dc2d932aeba70,186287,21.0
sg:aa6b2c75dc3f4fcaa05da375a5db4537,8400,11.0
sg:69b5b8a4a7a545ffafeef01987a281f7,3210,8.0
sg:0dc1e6df7ea7484fb4a0c56d9da99406,5981,19.0
sg:720302313d5143be93076b47307021ba,89438,22.0
sg:975a294ad60e467e884335048c60ba96,206603,28.0
sg:bc3a9c7ff0684d01ba7dc35ba454c18f,8558,11.0
sg:07339b31935f47b1a8d41a5232ccdaf5,6104,24.5
sg:c88db6ea117144af9cb0bb9da376e6e1,8789,11.0
sg:bc3e41aab3e441648ddc78666f2488bd,14237,21.0
sg:aac62579e76f4151a457229168dc23f1,117764,21.0
sg:9ad00e0db7cb417eb9016fbe0597490f,319424,23.0
sg:ba96f4d7e634482496f0d1761d99b681,50007,13.0
sg:65f4475f0f0b42b8bb7058e5fc89fc8a,4842,20.0
sg:85424697e59542f586d65cf04d3f3b32,7739,13.0
sg:b3a743771c4c4da696ee5308396cd7d2,6702,11.5
sg:efe335703fa6479bbf69ff9e1a2e7d7d,8965,14.0
sg:3e94c1562af946bdab5758ae16974178,3824,15.0
sg:751a087a468c4032b6de7cb59700fa25,4441,14.0
sg:ae72bd75dd7d467882feff589435fd3b,13127,24.0
sg:51d89f8de3694ca6a31a69e69cd1326a,7796,44.0
sg:dc03417f23f44d6d8497786c0c4fd3a8,5934,10.5
sg:3b26cfd4627d423a925a4ce90e26b1ef,12324,14.0
sg:c4498686b2cd40d09a0a03be2f1d7fcb,9004,12.0
sg:3ac612a16843465dad531a51d449bd40,10797,17.0
sg:70fe531757c24542b8b0473dad74f27b,10986,14.5
sg:c87b26ef67af40f1ab2c6b83c9c61f82,2347,20.0
sg:84cfd5d4a2a846bab9d66104edca83dd,8985,65.0
sg:1b7dbb23c0eb4ef08488884761d22c63,16834,12.0
sg:4aaa7edd74cf4cef9055e86d68639238,39680,22.0
sg:84e30a186bd14015a5f81070a9572194,19890,15.0
sg:2cd1832160a54d119d861ddcebc8b1ee,8106,80.5
sg:5825a177f98f4e18bbc082e2c841c90f,8600,17.0
sg:b63a2ecb9928495784d8d2dd862d4905,8136,10.0
sg:dd50827bcee14e1795549d5863144545,266805,17.0
sg:00c99b09c1524acaa3dd04be4daaca87,11075,12.5
