id,feet,median
sg:32ebdf7cd35e4e859894ffe733e3ccad,16545,10.0
sg:1e6bf073c89349fe8da019f3b94eb738,326517,23.0
sg:39d2236a0f684d8baf107f16e163619b,5137,11.5
sg:4e3e2c12d8b7428aa31a81ee72938ad9,8722,10.0
sg:6c328a8941f04a8c9b1dc7ea554d7ee4,2540,55.0
sg:e07fb03b6fbc4afb92b9f6e59ee71d18,9322,10.0
sg:3dbd0ddb3cf64f8880f60b4e10dbf49d,12265,13.0
sg:566420ed94dd4cc7b00f70106ded9006,10688,11.5
sg:481bcbc844d04ab6b31738138adf52d3,16913,14.0
sg:d4dd2a3eab554b34859423ef21269012,13674,18.5
sg:5dc779fafa7e4fa99a2c1c12646b42e3,10491,11.0
sg:3b028be98b74407badca2f9df3aea8d9,9833,12.0
sg:c28f50ecf0f54f8e91ba53ff9b16c083,22281,79.0
sg:adaff9cda92941cba4d59723dbd147d8,15162,14.5
sg:a94c6f2cced843ffba2d87e3a3a2cc5d,8076,15.0
sg:6afdb42aab4f4104b1d3f981ec91440f,5299,10.0
sg:b6aad30749f443708d8c27507fe8381f,8267,9.0
sg:c4819abfd180460c831ad3bc7e496a05,13016,16.0
sg:377fd39856114c0397049ebda516be5d,159300,23.0
sg:9b91f277620a4cc9bed511ea488934e1,9190,12.0
sg:5c09265564d4428084bdef20bc4cf9d0,8584,12.0
sg:aa0a2197a3c14133bd117907855a90dd,30010,16.0
sg:9353389ecb324886b521ad2e823bdedf,8100,11.0
sg:4a65c37d18e6445f8843e439da5a489f,8140,13.0
sg:6f6f95a819374e1292e7f450cfc39810,10666,12.0
sg:455c1da197ea4fc19955f8f20a17f740,7366,14.5
sg:7e0cfee1a1a44c1aac978a92a2e62706,9840,11.0
