id,feet,median
sg:a6fdf7199e8e413d932ca9728e4ac465,7421,13.5
sg:ddc196345e654735a0c86d192f0348c8,12775,19.0
sg:ca32fd9332a84820a4214af564069fb2,27272,21.0
sg:07e7401fb9a3476387df2ae5d6e09d59,4845,11.0
sg:1d412437be5449f0972f7e9ef6d0c134,25821,22.0
sg:5533748f596a41ca96a8f318075c170b,9722,18.0
sg:05da3fb3800247079e799f508044ef57,7956,12.5
sg:b4842b218c3049eea15328cdac687c87,7808,53.0
sg:a8a93c5dcdea4c819e4c390e320fdc25,10021,33.5
sg:158e6410b2204a32bc6763940cfeb82e,146647,23.0
sg:ed37785a29c0426ea967c43639cbfdff,85059,23.0
sg:9c5a7d59381b4efebae5d63316b40f60,12076,14.0
sg:5f92b3cf8a614a64b87044162cf2d262,121710,62.5
sg:b09ddb376472413dbb9213f815a7b24e,22801,11.0
sg:f72122388b6b41bebc761bbc002cd386,41620,24.0
sg:abced7073ca147a7bdff38fa2ac3c537,10653,16.0
sg:8b6777d9e8ab4183bafd4d9cd5c72e0d,8048,17.5
sg:0e9dc461ba52462f853a0040d005a8d9,181886,24.0
sg:cfc137aa8d204cf59a3ed310193560eb,2110,17.0
sg:3d3c4c6f1e6645f0a76d9c5509c48505,8592,11.0
sg:5ceef54560804ee5895a865a70e88b45,151767,24.0
sg:05ff4f1617994c5abd0ea6e7eda7a85a,15681,12.0
sg:141a420f21d54385a621f18ea3cc9c36,52218,40.5
sg:ec8d59b2978b43869363fdd4b84de0a3,8504,11.0
sg:9d56f32b8c0a45eab615a0169aaa665b,33041,21.0
sg:fe2605ed0e9f4ebe9335eeaf0689d04d,18234,11.0
sg:a9babccb3e894f739da69aa4ad0c5275,13264,20.0
sg:283e036fc1de435eb85df6f89b942530,8918,20.0
sg:36c8dad3cf3b4595bb4800e17db2830b,11848,20.5
sg:fe738f6396114e4c9ebf1f9019d61dac,9779,14.5
sg:c58c9f57024d41bebcf52837dc19e963,5177,10.0
sg:4a79b18c0975403ea7509f2e936d07ae,8986,21.5
sg:db4dd44250944c469f2c0cb1836289b8,232409,34.0
sg:602e31e0f72443ecbe7b10ea7afd65b9,135224,28.0
sg:06aea681ad4844909362f8f52ac7fa5d,23390,22.0
sg:1b161737c97840a99456bccf993b0626,4950,19.5
sg:87f237989914499c9f3ecbe377549340,43137,16.0
sg:9a7a453422aa4cd68bb2e21822fee78b,14214,21.0
sg:cb62b1d5d00b4325ace0a36ff299b601,2234,10.5
sg:af41fd3a977d41228f1db04a26d6bcd8,11508,12.0
sg:0967d38c03144881808f07ba740aeee0,240938,22.0
sg:adceaf3e070347c79613b32c81fe3d6a,8590,20.0
sg:b4b435a95c0e4231952a51d3080bddd7,677,11.0
sg:da6739b0adb44977a87319edca1e5d9d,228730,28.0
sg:05ad740cdd9e479ea9cc227898dea6aa,10232,18.5
sg:e94077d084a5424890e99e4cb368c9b8,3426,28.0
sg:e783d698cc7948c2af37c176868de152,10523,13.0
sg:ea940ff0e4754e63b260d09cc9d3c5b2,8110,11.0
sg:7ad9cdabd1754ee6b5064b445d1c8838,4296,100.0
sg:450a02e32c28459c9e0f4dd7e2b2a33a,34881,37.0
sg:15811aa3f20340049737754ed66dbf01,12844,18.0
sg:08342c2d719449569ffe00a49b97506d,5372,40.0
sg:c696d75739524885bcaa5d6d577279e1,8615,13.0
